NAME,COUNTY,ELEV_IN_M,ELEV_IN_FT
Hot Springs,Sanders,866,2841
Saint Helens,Columbia,28,92
Rocky,Washita,503,1650
Fredonia,Coconino,1424,4672
Fleming,Logan,1293,4242
Langston,Logan,292,958
Ucon,Bonneville,1466,4810
Scappoose,Columbia,20,66
Sidney,Richland,592,1942
Iliff,Logan,1170,3839
Watonga,Blaine,462,1516
Shelley,Bingham,1412,4632
Foss,Washita,500,1640
Delaware,Nowata,219,718
Julesburg,Sedgwick,1060,3478
Greenfield,Blaine,444,1457
Vernonia,Columbia,189,620
Bonanza,Klamath,1258,4127
Lenapah,Nowata,229,751
Brooksville,Pottawatomie,289,948
Fairview,Richland,583,1913
Estes Park,Larimer,2300,7546
Burbank,Osage,314,1030
Shawnee,Pottawatomie,322,1056
Lakeview,Lake,1461,4793
Hitchcock,Blaine,392,1286
Ekalaka,Carter,1044,3425
Lusk,Niobrara,1529,5016
Longdale,Blaine,503,1650
Vancouver,Clark,56,184
Salt Lake City,Salt Lake,1300,4265
Shidler,Osage,356,1168
Tecumseh,Pottawatomie,330,1083
Dutton,Teton,1136,3727
Washougal,Clark,23,75
Fairfield,Teton,1214,3983
Prue,Osage,234,768
Earlsboro,Pottawatomie,312,1024
Sandy,Salt Lake,1413,4636
Rolling Hills,Converse,1629,5344
Seiling,Dewey,533,1749
White Salmon,Klickitat,189,620
Saint Louis,Pottawatomie,312,1024
Smelterville,Shoshone,681,2234
South Jordan,Salt Lake,1353,4439
Glenrock,Converse,1530,5020
Putnam,Dewey,598,1962
Fairfax,Osage,260,853
Wallace,Shoshone,832,2730
South Salt Lake,Salt Lake,1297,4255
Lost Springs,Converse,1523,4997
Leedey,Dewey,631,2070
Foraker,Osage,390,1280
Lodge Grass,Big Horn,1026,3366
Johnson,Pottawatomie,317,1040
Wardner,Shoshone,810,2657
Taylorsville,Salt Lake,1310,4298
Edgerton,Natrona,1493,4898
Sapulpa,Creek,218,715
Grainola,Osage,366,1201
Stanfield,Umatilla,181,594
Stigler,Haskell,175,574
Saint Ignatius,Lake,896,2940
West Jordan,Salt Lake,1334,4377
Evansville,Natrona,1562,5125
Depew,Creek,269,883
Waynoka,Woods,455,1493
Ukiah,Umatilla,1023,3356
Keota,Haskell,153,502
Spokane,Spokane,572,1877
West Valley City,Salt Lake,1312,4304
Afton,Lincoln,1902,6240
Kellyville,Creek,239,784
Dacoma,Woods,415,1362
Umatilla,Umatilla,98,322
Kinta,Haskell,166,545
Spokane Valley,Spokane,614,2014
Alta,Salt Lake,2609,8560
Alpine,Lincoln,1725,5659
Kiefer,Creek,213,699
Freedom,Woods,468,1535
Weston,Umatilla,562,1844
Bokoshe,Le Flore,157,515
Rockford,Spokane,728,2388
Vernal,Uintah,1624,5328
Diamondville,Lincoln,2101,6893
Lawrence Creek,Creek,236,774
Bluejacket,Craig,238,781
Wallowa,Wallowa,895,2936
Fairfield,Spokane,787,2582
Altamont,Duchesne,1947,6388
La Barge,Lincoln,2009,6591
Cowlington,Le Flore,143,469
Wagoner,Wagoner,180,591
Vinita,Craig,214,702
Lima,Beaverhead,1907,6256
Latah,Spokane,765,2510
Haxtun,Phillips,1228,4029
Shoshone,Lincoln,1208,3963
Pocola,Le Flore,147,482
Porter,Wagoner,196,643
Ketchum,Craig,235,771
Lexington,Morrow,442,1450
Spirit Lake,Kootenai,783,2569
Redbird,Wagoner,188,617
Union,Union,851,2792
Daniel,Wasatch,1742,5715
Wendell,Gooding,1046,3432
Rock Island,Le Flore,152,499
State Line,Kootenai,642,2106
Fair Oaks,Wagoner,194,636
Salem,Utah,1405,4610
Soda Springs,Caribou,1760,5774
Worley,Kootenai,811,2661
Tahlequah,Cherokee,243,797
Santaquin,Utah,1519,4984
Fanshawe,Le Flore,166,545
Butte Falls,Jackson,772,2533
Saratoga Springs,Utah,1373,4505
Fort Coffee,Le Flore,141,463
Shady Cove,Jackson,425,1394
Spanish Fork,Utah,1395,4577
Howe,Le Flore,149,489
Talent,Jackson,496,1627
Springville,Utah,1396,4580
Woodland Hills,Utah,1698,5571
Bradley,Grady,330,1083
Chaplin,Nelson,251,823
New Hope,Nelson,166,545
Spottsville,Henderson,121,397
Coral,Indiana,312,1024
King and Queen Court House,King and Queen,8,26
Graceton,Indiana,323,1060
Cerulean,Trigg,156,512
Salvisa,Mercer,246,807
Jensen,Uintah,1441,4728
Nardin,Kay,331,1086
Maceo,Daviess,119,390
Dola,Hardin,289,948
Felt,Cimarron,1358,4455
Fort Dodge,Ford,751,2464
Denmark,Lee,220,722
Kenton,Cimarron,1326,4350
Wright,Ford,772,2533
Egypt,Lehigh,127,417
Turpin,Beaver,839,2753
King William,King William,42,138
New Tripoli,Lehigh,177,581
Sedley,Southampton,27,89
Goochland,Goochland,77,253
Slatedale,Lehigh,156,512
Southampton Meadows,Southampton,5,16
Hornitos,Mariposa,257,843
Breinigsville,Lehigh,124,407
Arroyo Hondo,Taos,2072,6798
Hazel Green,Wolfe,281,922
Trexlertown,Lehigh,121,397
Arroyo Seco,Taos,2327,7634
La Vina,Madera,70,230
Costilla,Taos,2381,7812
Allenport,Huntingdon,178,584
Nipinnawasee,Madera,893,2930
San Cristobal,Taos,2266,7434
McConnellstown,Huntingdon,217,712
Rolling Hills,Madera,113,371
Lakemont,Blair,359,1178
Talpa,Taos,2147,7044
Saluda,Middlesex,30,98
Foot of Ten,Blair,337,1106
Ute Park,Colfax,2265,7431
Deltaville,Middlesex,6,20
Emlyn,Whitley,296,971
Grazierville,Blair,286,938
Auxier,Floyd,188,617
Greenwood,Blair,361,1184
Pleasant View,Whitley,304,997
Betsy Layne,Floyd,198,650
East Freedom,Blair,308,1010
Rockholds,Whitley,300,984
Cumberland,Cumberland,139,456
Northwood,Blair,305,1001
Fancy Farm,Graves,134,440
Freeburn,Pike,221,725
Lake Mohawk,Carroll,367,1204
Farmington,Graves,171,561
Virgie,Pike,275,902
Mundys Corner,Cambria,577,1893
Lowes,Graves,143,469
Rosine,Ohio,171,561
Riverside,Cambria,375,1230
Pryorsburg,Graves,127,417
Buffalo,Larue,228,748
Revloc,Cambria,629,2064
Sedalia,Graves,156,512
Magnolia,Larue,262,860
Blandburg,Cambria,641,2103
Symsonia,Graves,124,407
Sandston,Henrico,51,167
Dunlo,Cambria,670,2198
Marrowbone,Cumberland,196,643
La Honda,San Mateo,119,390
Candlewood Lake,Morrow,417,1368
Dexter,Calloway,135,443
Loma Mar,San Mateo,74,243
Iberia,Morrow,329,1079
Cayce,Fulton,121,397
Pescadero,San Mateo,12,39
New Hampshire,Auglaize,316,1037
Lucien,Noble,341,1119
Beech Grove,McLean,125,410
Saint Johns,Auglaize,307,1007
Bison,Garfield,381,1250
Bradenville,Westmoreland,335,1099
Franklin,Crawford,302,991
Chester,Major,523,1716
Chicopee,Crawford,281,922
Isabella,Major,397,1302
Hostetter,Westmoreland,353,1158
Hardwick,Kings,76,249
Millwood,Westmoreland,362,1188
Onton,Webster,139,456
Bear Creek,Merced,58,190
Mora,Mora,2186,7172
Fellsburg,Westmoreland,332,1089
Level Green,Westmoreland,315,1033
New Kent,New Kent,41,135
Watrous,Mora,1957,6421
Webster,Westmoreland,232,761
Waves,Dare,1,3
Big Island,Bedford,223,732
Calumet,Westmoreland,305,1001
Swain,Newton,627,2057
Montvale,Bedford,295,968
Loyalhanna,Westmoreland,302,991
Conchas,San Miguel,1317,4321
Central,Washington,1601,5253
North Vandergrift,Westmoreland,243,797
Pine Valley,Washington,1992,6535
East Pecos,San Miguel,2114,6936
Norvelt,Westmoreland,309,1014
Veyo,Washington,1362,4468
Rowe,San Miguel,2079,6821
Collinsburg,Westmoreland,238,781
Monmouth,Fresno,84,276
San Jose,San Miguel,1862,6109
Wyano,Westmoreland,298,978
West Park,Fresno,81,266
Homestead Valley,San Bernardino,1027,3369
Yukon,Westmoreland,284,932
Manitou,Hopkins,125,410
Greenacres,Kern,116,381
Mammoth,Westmoreland,338,1109
Enon,Chesterfield,13,43
Greenfield,Kern,107,351
Bethel,Berks,173,568
Cherokee Strip,Kern,101,331
Woodlake,Chesterfield,76,249
Blandon,Berks,116,381
Edmundson Acres,Kern,148,486
Crayne,Crittenden,195,640
Bowers,Berks,137,449
Fuller Acres,Kern,128,420
Tolu,Crittenden,115,377
Douglassville,Berks,59,194
Mexican Colony,Kern,101,331
Gwynn,Mathews,2,7
Frystown,Berks,142,466
Smith Corner,Kern,101,331
Mathews,Mathews,2,7
Salus,Johnson,599,1965
Amelia Court House,Amelia,116,381
Hereford,Berks,138,453
Smyrna,Pope,283,928
Mertztown,Berks,142,466
Charles City,Charles City,5,16
Cherokee,Swain,605,1985
Mohrsville,Berks,104,341
Milton,Sumner,449,1473
Morgantown,Berks,183,600
Dale,Pottawatomie,316,1037
Summersville,Green,245,804
Mount Aetna,Berks,191,627
Whitesboro,Le Flore,210,689
Hardyville,Hart,214,702
Oley,Berks,135,443
Arpelar,Pittsburg,228,748
Diablock,Perry,279,915
Rehrersburg,Berks,177,581
Tigerville,Greenville,306,1004
Jeff,Perry,279,915
Schubert,Berks,192,630
Ware Place,Greenville,270,886
Concord,Campbell,269,883
Shartlesville,Berks,173,568
Arcadia,Spartanburg,246,807
Burna,Livingston,167,548
Stony Creek Mills,Berks,115,377
Clifton,Spartanburg,185,607
Glenvar,Roanoke,332,1089
Stouchsburg,Berks,132,433
Converse,Spartanburg,216,709
Beechmont,Muhlenberg,151,495
Alsace Manor,Berks,277,909
Cross Anchor,Spartanburg,204,669
Dunmor,Muhlenberg,180,591
Baumstown,Berks,88,289
Enoree,Spartanburg,178,584
Conejos,Conejos,2409,7903
Gouglersville,Berks,228,748
Fairforest,Spartanburg,259,850
Bethel Manor,York,5,16
Hyde Park,Berks,97,318
Fingerville,Spartanburg,271,889
Oneida,Clay,237,778
Kempton,Berks,130,427
Glendale,Spartanburg,211,692
Riverton,Cherokee,254,833
New Jerusalem,Berks,274,899
Gramling,Spartanburg,302,991
Lowell,Cherokee,260,853
New Schaefferstown,Berks,146,479
Catawba,York,174,571
Springville,Tazewell,810,2657
Walnuttown,Berks,119,390
McIntosh,Torrance,1872,6142
Gratton,Tazewell,851,2792
Gibsonia,Allegheny,316,1037
Tome,Valencia,1472,4829
Prince George,Prince George,40,131
Allison Park,Allegheny,268,879
Wallace,Marlboro,46,151
Templeton,Prince George,46,151
Bairdford,Allegheny,336,1102
Sims,Montgomery,221,725
Bakerstown,Allegheny,331,1086
Bland,Bland,743,2438
Story,Montgomery,214,702
Boston,Allegheny,232,761
Nottoway Court House,Nottoway,128,420
Clinton,Allegheny,368,1207
Lane,Atoka,177,581
Mayking,Letcher,367,1204
Tuskahoma,Pushmataha,183,600
Enlow,Allegheny,295,968
Millstone,Letcher,378,1240
Boykin,Kershaw,50,164
Glenshaw,Allegheny,333,1093
Payne Gap,Letcher,537,1762
Lydia,Darlington,64,210
Greenock,Allegheny,296,971
Scotland,Surry,6,20
Bee,Johnston,212,696
Harwick,Allegheny,288,945
Henry Fork,Franklin,377,1237
Eagletown,McCurtain,121,397
Imperial,Allegheny,296,971
Bandana,Ballard,107,351
Gadsden,Richland,45,148
Noblestown,Allegheny,282,925
Hopkins,Richland,50,164
Rennerdale,Allegheny,297,974
Lovelaceville,Ballard,112,367
Lebanon,Marshall,206,676
Sturgeon,Allegheny,287,942
Plano,Warren,186,610
Berlin,Holmes,394,1293
Albany,Bryan,181,594
Summer Shade,Metcalfe,273,896
Lake Buckhorn,Holmes,247,810
Blue,Bryan,174,571
Hiseville,Barren,214,702
Walnut Creek,Holmes,362,1188
Fairview,Christian,195,640
Cartwright,Bryan,203,666
Winesburg,Holmes,398,1306
Gracey,Christian,155,509
Grant,Choctaw,142,466
Dundee,Tuscarawas,314,1030
Dante,Russell,537,1762
Swink,Choctaw,149,489
Sandyville,Tuscarawas,294,965
Blairs,Pittsylvania,206,676
Midway,Chaves,1089,3573
Wiconsico,Dauphin,210,689
Garnet,Riverside,217,712
Motley,Pittsylvania,246,807
Plumsteadville,Bucks,179,587
Spinnerstown,Bucks,170,558
Mount Hermon,Pittsylvania,209,686
Mountain Center,Riverside,1377,4518
Pottery Addition,Jefferson,209,686
Oasis,Riverside,-44,-144
Lunenburg,Lunenburg,155,509
Apple Valley,Knox,343,1125
Alcolu,Clarendon,38,125
Sussex,Sussex,33,108
Bladensburg,Knox,293,961
Graniteville,Aiken,71,233
Ivanhoe,Wythe,630,2067
Howard,Knox,275,902
Warrenville,Aiken,71,233
Gilbertsville,Marshall,107,351
East Liberty,Logan,346,1135
Monument,Lea,1098,3602
Artemus,Knox,318,1043
Lewistown,Logan,309,1014
Macedonia,Pickens,103,338
Flat Lick,Knox,317,1040
Raymond,Union,326,1070
Russellville,Berkeley,24,79
Cawood,Harlan,403,1322
Newport,Shelby,296,971
Mount Laguna,San Diego,1825,5987
Coldiron,Harlan,345,1132
Atlasburg,Washington,334,1096
Potrero,San Diego,712,2336
Kenvir,Harlan,444,1457
Bulger,Washington,366,1201
Pathfork,Harlan,378,1240
Eighty Four,Washington,314,1030
Eucalyptus Hills,San Diego,203,666
McMullin,Smyth,669,2195
Islandton,Colleton,19,62
Seven Mile Ford,Smyth,605,1985
Jacksonboro,Colleton,7,23
Knoxville,Crawford,150,492
Coyote Flats,Johnson,272,892
Lawtell,Saint Landry,18,59
DeLisle,Harrison,6,20
Henderson Point,Harrison,2,7
Climbing Hill,Woodbury,346,1135
Aucilla,Jefferson,24,79
Joffre,Washington,306,1004
Garden City,Hardin,366,1201
Lamont,Jefferson,19,62
Friendship,Scioto,167,548
Amsterdam,Gallatin,1355,4445
Langeloth,Washington,374,1227
Lloyd,Jefferson,25,82
Huntington,Hampshire,126,413
McDermott,Scioto,178,584
Churchill,Gallatin,1392,4567
Paris,Washington,374,1227
West Valley,Cattaraugus,464,1522
Wacissa,Jefferson,12,39
Minford,Scioto,200,656
Potter Valley,Mendocino,289,948
Jardine,Park,1967,6453
Slovan,Washington,315,1033
Waukeenah,Jefferson,59,194
Mitchell,Madison,130,427
Apple Canyon Lake,Jo Daviess,260,853
Byrnedale,Elk,370,1214
Redwood Valley,Mendocino,220,722
Knollwood,Lake,215,705
Avoca,Lawrence,190,623
Erwinville,West Baton Rouge,7,23
Wylandville,Washington,308,1010
Mole Lake,Forest,473,1552
Force,Elk,375,1230
Home,Marshall,409,1342
Watson,Livingston,21,69
Fredericktown,Washington,237,778
Mansfield,Brown,395,1296
Arlington,Carbon,2349,7707
Bull Run Mountain Estates,Prince William,162,531
James City,Elk,596,1955
Baileyville,Nemaha,400,1312
Muse,Washington,322,1056
Lubec,Washington,10,33
Glen Aubrey,Broome,302,991
Buckhall,Prince William,95,312
Hosford,Liberty,37,121
Kersey,Elk,602,1975
Blandford,Hampden,437,1434
Independent Hill,Prince William,126,413
Lake Mystic,Liberty,51,167
Bendena,Doniphan,339,1112
West Alexander,Washington,404,1325
Colebrook,Coos,313,1027
Weedville,Elk,356,1168
Chester,Hampden,180,591
Marumsco,Prince William,27,89
Sumatra,Liberty,8,26
Thornport,Perry,274,899
West Stewartstown,Coos,320,1050
Robertsville,Monmouth,41,135
Wilcox,Elk,465,1526
Russell,Hampden,100,328
Neabsco,Prince William,27,89
Wildwood,Hardin,36,118
Hannibal,Monroe,199,653
Blue Hill,Hancock,7,23
Canal Lewisville,Coshocton,232,761
Beulah Beach,Erie,183,600
Watkins,Benton,253,830
Potomac Mills,Prince William,62,203
Catahoula,Saint Martin,4,13
Sardis,Monroe,203,666
Castine,Hancock,25,82
Fresno,Coshocton,242,794
Crystal Rock,Erie,177,581
Cherry Hill,Prince William,14,46
Stone City,Jones,250,820
Bayou Goula,Iberville,6,20
Van Bibber Lake,Putnam,245,804
Southwest Harbor,Hancock,11,36
Lake California,Tehama,131,430
Rudolph,Wood,208,682
County Center,Prince William,111,364
Breesport,Chemung,335,1099
Crescent,Iberville,4,13
Pine Valley,Chemung,284,932
Heritage Lake,Putnam,262,860
Winter Harbor,Hancock,8,26
Las Flores,Tehama,77,253
Stony Ridge,Wood,196,643
Big Thicket Lake Estates,Liberty,53,174
Guinda,Yolo,110,361
Erin,Chemung,385,1263
Langleyville,Christian,186,610
Vale,Butte,844,2769
Paskenta,Tehama,230,755
Prospect Park,Cameron,316,1037
Hull,Liberty,21,69
Vassar,Osage,337,1106
Green Mountain,Marshall,302,991
Paynes Creek,Tehama,564,1850
Derby,Pickaway,279,915
Crocker,Clark,546,1791
Gillis,Calcasieu,8,26
Masthope,Pike,208,682
Flint Hill,Rappahannock,195,640
Grand Detour,Ogle,200,656
Proberta,Tehama,77,253
Arlington,Rush,281,922
Hayes,Calcasieu,3,10
Oval,Lycoming,248,814
Waverly,Codington,607,1991
Richfield,Tehama,83,272
Milroy,Rush,294,965
Sperryville,Rappahannock,210,689
Watchtower,Ulster,105,344
Kimmell,Noble,279,915
Fort Hill,Polk,88,289
Starks,Calcasieu,9,30
Vina,Tehama,64,210
Manilla,Rush,272,892
Chester Gap,Rappahannock,474,1555
Lake Latonka,Mercer,361,1184
Lacassine,Jefferson Davis,6,20
Chazy,Clinton,45,148
Gerber,Tehama,70,230
Stagecoach,Lyon,1325,4347
Belmont Estates,Rockingham,427,1401
Prestbury,Kane,209,686
Reynolds Heights,Mercer,317,1040
Roanoke,Jefferson Davis,8,26
West Chazy,Clinton,92,302
Kilbourne,Delaware,279,915
Massanetta Springs,Rockingham,446,1463
Mount Briar,Washington,176,577
Ridgeville Corners,Henry,224,735
Branch,Acadia,12,39
Falls Village,Litchfield,196,643
Eakles Mill,Washington,129,423
Rote,Clinton,230,755
Shell,Big Horn,1286,4219
Radnor,Delaware,285,935
Broomes Island,Calvert,3,10
Egan,Acadia,7,23
Lakeville,Litchfield,216,709
Eckhart Mines,Allegany,516,1693
Lamar,Clinton,241,791
McDade,Bastrop,168,551
Norfolk,Litchfield,354,1161
Paul Smiths,Franklin,510,1673
Tippecanoe,Harrison,275,902
Calvert Beach,Calvert,15,49
Cresaptown,Allegany,233,764
McElhattan,Clinton,176,577
Yardville,Mercer,18,59
Chesapeake Ranch Estates,Calvert,32,105
Lemannville,Ascension,7,23
Sharon,Litchfield,216,709
Kelly,Teton,2028,6653
Drum Point,Calvert,13,43
Prairieville,Ascension,7,23
Thomaston,Litchfield,116,381
Darlington,Harford,99,325
Rauchtown,Clinton,270,886
Defiance,Bedford,311,1020
Saint Onge,Lawrence,1046,3432
Steinhatchee,Taylor,2,7
Long Beach,Calvert,10,33
Pylesville,Harford,118,387
Watertown,Litchfield,177,581
Indianola,Humboldt,13,43
Panacea,Wakulla,2,7
Stonerstown,Bedford,258,846
Schroon Lake,Essex,265,869
Mays Lick,Mason,269,883
Lutherville,Baltimore,125,410
Brooklyn,Windham,86,282
Manila,Humboldt,4,13
Day,Lafayette,26,85
Earlston,Bedford,330,1083
Johnson Siding,Pennington,1307,4288
Bucyrus,Miami,339,1112
Timonium,Baltimore,124,407
Harmony,Providence,124,407
Phillipsville,Humboldt,86,282
Ashland,Grafton,168,551
Hillsdale,Miami,272,892
Lansdowne,Baltimore,26,85
Fannett,Jefferson,6,20
Blue Ball,Lancaster,134,440
Chepachet,Providence,131,430
Redcrest,Humboldt,115,377
Sabillasville,Frederick,334,1096
Glidden,Colorado,72,236
Garrison,Lewis,164,538
Bethlehem,Grafton,438,1437
Brownstown,Lancaster,107,351
Clayville,Providence,136,446
Samoa,Humboldt,7,23
Linganore,Frederick,133,436
Sorrel,Saint Mary,4,13
Madison,Dorchester,0,0
Canaan,Grafton,292,958
Fort Loudon,Franklin,195,640
Foster Center,Providence,167,548
Crown,Clarion,503,1650
Good Hope,Fayette,281,922
Lake Medina Shores,Bandera,358,1175
Taylors Island,Dorchester,1,3
Lincoln,Grafton,251,823
Marion,Franklin,194,636
Greens Landing,Bradford,232,761
Leeper,Clarion,500,1640
Healy,Lane,870,2854
Mountain Lakes,Grafton,243,797
Scotland,Franklin,214,702
Arnot,Tioga,513,1683
Pancoastburg,Fayette,264,866
Oak Island,Chambers,2,7
Tylersburg,Clarion,477,1565
Marienthal,Wichita,980,3215
Waldron,Shelby,251,823
Lake Dunlap,Guadalupe,180,591
North Woodstock,Grafton,225,738
Blue Ridge Summit,Franklin,410,1345
Millerton,Tioga,361,1184
Vowinckel,Clarion,496,1627
Odin,Barton,561,1841
Carbon Hill,Hocking,215,705
Macdona,Bexar,191,627
Pen Mar,Franklin,379,1243
Rew,McKean,687,2254
Mocanaqua,Luzerne,169,554
Bartlett,Carroll,203,666
Bryantown,Charles,44,144
Haydenville,Hocking,215,705
D'Hanis,Medina,269,883
Foster Brook,McKean,435,1427
Pardeesville,Luzerne,509,1670
Center Ossipee,Carroll,159,522
State Line,Franklin,216,709
Pomfret,Charles,58,190
Hide-A-Way Hills,Hocking,289,948
Fort Clark Springs,Kinney,351,1152
Weston,Luzerne,346,1135
Center Sandwich,Carroll,202,663
Cairnbrook,Somerset,675,2215
Roulette,Potter,466,1529
Redvale,Montrose,1976,6483
Rockbridge,Hocking,229,751
Melvin Village,Carroll,158,518
Edie,Somerset,609,1998
Sweden Valley,Potter,545,1788
Rosharon,Brazoria,15,49
Shavertown,Luzerne,313,1027
Brightwood,Madison,179,587
Georgetown,Luzerne,213,699
Little Hocking,Washington,195,640
Sanbornville,Carroll,176,577
Brownsville,Licking,289,948
Gouldsboro,Wayne,582,1909
Morriston,Levy,19,62
Roxbury,McPherson,408,1339
Silkworth,Luzerne,370,1214
Newport,Washington,195,640
Suissevale,Carroll,186,610
Otwell,Pike,152,499
Raleigh,Levy,22,72
White Mills,Wayne,289,948
Marne,Licking,244,801
West Nanticoke,Luzerne,159,522
Vincent,Washington,235,771
Union,Carroll,148,486
Leming,Atascosa,144,472
Columbus,Warren,428,1404
Etna,Licking,323,1060
Crenshaw,Jefferson,450,1476
Dubois,Dubois,154,505
Waterford,Washington,199,653
Winfred,Lake,522,1713
Matagorda,Matagorda,2,7
Russell,Warren,381,1250
Rosewood,Champaign,345,1132
Ruth,Trinity,831,2726
Elizaville,Fleming,270,886
Reno,Washington,197,646
Fedora,Miner,418,1371
Placedo,Victoria,17,56
Starbrick,Warren,364,1194
Cochranville,Chester,179,587
Atwater,Portage,344,1129
Mechanicsville,Saint Mary's,48,157
Smartsville,Yuba,204,669
South Windham,Cumberland,37,121
Quail Creek,Victoria,32,105
Westwood,Chester,112,367
Sparkill,Rockland,16,52
Austinburg,Ashtabula,247,810
Piney Point,Saint Mary's,3,10
Virginia City,Storey,1889,6197
Bowdoinham,Sagadahoc,23,75
Seco Mines,Maverick,224,735
Buffalo,Guernsey,261,856
Celeryville,Huron,287,942
Rochester,Cedar,203,666
Saint George Island,Saint Mary's,0,0
Tecumseh,Vigo,169,554
Old Forge,Herkimer,529,1736
Port O'Connor,Calhoun,2,7
Kimbolton,Guernsey,244,801
Collins,Huron,267,876
Tall Timbers,Saint Mary's,3,10
Coalmont,Clay,192,630
Loomis,Isabella,247,810
Tilden,McMullen,76,249
Como,Whiteside,192,630
Lake Holiday,Montgomery,236,774
Fremont,Wayne,2207,7241
Saint Clement,Pike,248,814
Pottersville,Warren,258,846
Holiday Lakes,Huron,280,919
Juliustown,Burlington,31,102
Teasdale,Wayne,2178,7146
Levant,Thomas,1009,3310
North Creek,Warren,314,1030
New Haven,Huron,284,932
Tivoli,Refugio,9,30
Amana,Iowa,226,741
Cannonsburg,Boyd,185,607
Elbert,Elbert,2049,6722
Bolton Landing,Warren,110,361
Harlan,Allen,239,784
Holiday Beach,Aransas,1,3
Conroy,Iowa,268,879
Bannock,Belmont,306,1004
Ruckersville,Greene,190,623
Guffey,Park,2639,8658
Glencoe,Belmont,253,830
Alton,Belknap,165,541
Hoagland,Allen,251,823
Lamar,Aransas,3,10
High Amana,Iowa,234,768
Twin Lakes,Greene,180,591
Lafferty,Belmont,323,1060
Belmont,Belknap,166,545
Bascom,Seneca,236,774
Banquete,Nueces,25,82
Middle Amana,Iowa,226,741
Hockingport,Athens,188,617
Harriston,Augusta,356,1168
Bishopville,Worcester,3,10
Lansing,Belmont,215,705
New Hampton,Belknap,154,505
Flat Rock,Seneca,243,797
Windsor,Indian River,2,7
South Amana,Iowa,237,778
Millfield,Athens,207,679
Fort Seneca,Seneca,213,699
West Amana,Iowa,237,778
New Marshfield,Athens,250,820
Ricardo,Kleberg,16,52
Strawberry,Tuolumne,1623,5325
Wolfhurst,Belmont,206,676
Verona,Oneida,151,495
Kansas,Seneca,222,728
East Amana,Iowa,230,755
Groveland,Tuolumne,869,2851
Stewart,Athens,204,669
Riviera,Kleberg,13,43
Melmore,Seneca,263,863
Homestead,Iowa,263,863
Duncan Falls,Muskingum,216,709
Durhamville,Oneida,132,433
Phoenix Lake,Tuolumne,742,2434
Blodgett Landing,Merrimack,340,1115
New Salisbury,Harrison,222,728
East Fultonham,Muskingum,234,768
Old Fort,Seneca,209,686
Frytown,Johnson,245,804
Graniteville,Nevada,1517,4977
Sarita,Kenedy,11,36
Bradford,Merrimack,209,686
King George,King George,65,213
Westgate,Palm Beach,4,13
Allport,Clearfield,492,1614
Kerrtown,Crawford,327,1073
Kingvale,Nevada,1869,6132
Trinway,Muskingum,225,738
Greene,Kent,128,420
Needmore,Fulton,191,627
North San Juan,Nevada,644,2113
The Acreage,Palm Beach,5,16
Bigler,Clearfield,516,1693
Passapatanzy,King George,57,187
Loudon,Merrimack,116,381
Rolling Prairie,LaPorte,252,827
Lake Petersburg,Menard,182,597
Hargill,Hidalgo,20,66
Dahlgren Center,King George,5,16
New London,Merrimack,392,1286
Grassflat,Clearfield,448,1470
Rough and Ready,Nevada,576,1890
Farmers,Rowan,205,673
Hawk Run,Clearfield,448,1470
Soda Springs,Nevada,2063,6768
Warner,Merrimack,135,443
Hudson Lake,LaPorte,235,771
Saint Bernice,Vermillion,176,577
Lutsen,Cook,204,669
Washington,Nevada,805,2641
Blanford,Vermillion,175,574
Brule,Douglas,301,988
Hanna,LaPorte,215,705
Plainfield,Sullivan,159,522
Lake of the Woods,Orange,73,239
Kylertown,Clearfield,503,1650
Bourneville,Ross,207,679
